id,display_name,category,source,pack,product,entitlements,can_be_earned,body_fits,icon_atlas,icon_cell,presentation_sprite,attachment_asset,palette_mask,layer,effect
cosmetic.photo.brass-tripod,Brass Tripod,Photo,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,2,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.brass-tripod,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.brass-tripod
cosmetic.photo.aster-frame,Aster Frame,Photo,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,3,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.aster-frame,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.aster-frame
cosmetic.photo.moon-compass,Moon Compass,Photo,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,4,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.moon-compass,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.moon-compass
cosmetic.photo.vesper-filter,Vesper Filter,Photo,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,5,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.vesper-filter,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.vesper-filter
cosmetic.photo.koro-filter,Koro Filter,Photo,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,6,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.koro-filter,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.koro-filter
cosmetic.photo.mirra-filter,Mirra Filter,Photo,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,7,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.mirra-filter,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.mirra-filter
cosmetic.photo.crew-keepsake,Crew Keepsake,Photo,Edition,founders_constellation,,founders_constellation|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,8,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.crew-keepsake,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.crew-keepsake
cosmetic.photo.signal-charm,Signal Charm,Photo,Edition,founders_constellation,,founders_constellation|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,9,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.signal-charm,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.signal-charm
cosmetic.photo.film-roll,Film Roll,Photo,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,10,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.film-roll,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.film-roll
cosmetic.photo.founder-album,Founder Album,Photo,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,11,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.founder-album,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.founder-album
cosmetic.photo.hologram-frame,Hologram Frame,Photo,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,12,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.hologram-frame,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.hologram-frame
cosmetic.photo.chronicler-pose,Chronicler Pose,Photo,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,13,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.chronicler-pose,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.chronicler-pose
cosmetic.photo.captain-pose,Captain Pose,Photo,IndividualPurchase,mirra_collection,jss.cosmetic.photo.captain-pose,mirra_collection|jss.cosmetic.photo.captain-pose|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,14,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.captain-pose,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.captain-pose
cosmetic.photo.stargazer-pose,Stargazer Pose,Photo,IndividualPurchase,mirra_collection,jss.cosmetic.photo.stargazer-pose,mirra_collection|jss.cosmetic.photo.stargazer-pose|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,15,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/PhotoPresentation.png#cosmetic.photo.stargazer-pose,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Photo.png,,photo-frame-filter-pose,cosmetic.effect.photo.stargazer-pose
cosmetic.crew.mira-light-study,Mira Light Study,Crew,Free,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,0,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.mira-light-study,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.mira-light-study
cosmetic.crew.juno-builder-rig,Juno Builder Rig,Crew,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,1,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.juno-builder-rig,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.juno-builder-rig
cosmetic.crew.kai-navigator-layers,Kai Navigator Layers,Crew,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,2,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.kai-navigator-layers,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.kai-navigator-layers
cosmetic.crew.bea-field-kit,Bea Field Kit,Crew,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,3,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.bea-field-kit,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.bea-field-kit
cosmetic.crew.clubhouse-flight,Clubhouse Flight,Crew,Earned,launch.earned,,,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,4,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.clubhouse-flight,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.clubhouse-flight
cosmetic.crew.founder-stargazer,Founder Stargazer,Crew,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,5,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.founder-stargazer,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.founder-stargazer
cosmetic.crew.founder-navigator,Founder Navigator,Crew,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,6,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.founder-navigator,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.founder-navigator
cosmetic.crew.signal-surveyor,Signal Surveyor,Crew,Edition,explorer_edition,,explorer_edition|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,7,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.signal-surveyor,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.signal-surveyor
cosmetic.crew.mirra-expedition,Mirra Expedition,Crew,Edition,founders_constellation,,founders_constellation|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,8,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.mirra-expedition,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.mirra-expedition
cosmetic.crew.koro-observer,Koro Observer,Crew,Edition,founders_constellation,,founders_constellation|complete_launch_collection,true,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,9,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.koro-observer,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.koro-observer
cosmetic.crew.vesper-fieldcoat,Vesper Fieldcoat,Crew,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,10,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.vesper-fieldcoat,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.vesper-fieldcoat
cosmetic.crew.aster-driftcoat,Aster Driftcoat,Crew,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,11,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.aster-driftcoat,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.aster-driftcoat
cosmetic.crew.explorer-constellation,Explorer Constellation,Crew,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,12,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.explorer-constellation,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.explorer-constellation
cosmetic.crew.explorer-archive,Explorer Archive,Crew,Edition,founders_constellation,,founders_constellation|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,13,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.explorer-archive,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.explorer-archive
cosmetic.crew.launch-homecoming,Launch Homecoming,Crew,IndividualPurchase,koro_vesper_collection,jss.cosmetic.crew.launch-homecoming,koro_vesper_collection|jss.cosmetic.crew.launch-homecoming|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,14,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.launch-homecoming,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.launch-homecoming
cosmetic.crew.birthday-expedition,Birthday Expedition,Crew,IndividualPurchase,koro_vesper_collection,jss.cosmetic.crew.birthday-expedition,koro_vesper_collection|jss.cosmetic.crew.birthday-expedition|complete_launch_collection,false,,Assets/_JustSomeStars/Art/2D/Cosmetics/IconAtlases/Crew.png,15,Assets/_JustSomeStars/Art/2D/Cosmetics/PresentationAtlases/CrewPresentation.png#cosmetic.crew.birthday-expedition,Assets/_JustSomeStars/Art/2D/Characters/{crew}/Atlases/{facing}/{crew}-{facing}.png,,crew-fullbody-outfit,cosmetic.effect.crew.birthday-expedition
